"RECURSOS FEDERAIS",,,,,TOTAL,576372448.5299999,498607887.2299992,457486196.5199996
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000411,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE APOIO A VIG DE SAUDE",11000,4400,4400
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000412,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE MEDICINA",27600,27600,27600
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000413,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE TEC DE ENFERMAGEM",4312,4312,4312
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000414,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE APOIO A VIGILANCOA D SAUDE",2200,2200,2200
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000415,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE APOIO A VIG DE SAUDE",11000,4400,4400
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000416,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE ENFERMAGEM",24000,9600,9600
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000417,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE MEDICINA",90000,36000,36000
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000418,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE APOIO A VIG DE SAUDE",11000,4400,4400
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000419,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE TEC DE ENFERMAGEM",13200,5280,5280
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000420,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE ENFERMAGEM",19200,4800,4800
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000421,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE GESTOR DE VIG AMBIENTAL",27000,10800,10800
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000422,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE AGENTE EPIDEMIOLOGICO",11000,4400,4400
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000423,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE TEC DE ENFERMAGEM",13200,5280,5280
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000424,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE APOIO A VIG DE SAUDE",11000,4400,4400
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000425,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE MEDICINA",72000,36000,36000
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000531,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","SERVIÇO DE HOSPEDAGEM COM CAFÉ DA MANHA P/ FUNCIONÁRIOS A SERVIÇO NO ARQUIPÉLAGO DURANTE O EXERCÍCIO, CONFORME ADESÃO AO TERMO DE CREDENCIAMENTO",18082.2,8080,0
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000532,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","CONTRATAÇÃO DA POUSADA ONDAS DO MAR PARA PRESTAÇÃO DE SERVIÇOS DE HOSPEDAGEM NA ILHA, PARA ATENDER NECESSIDADES DESTA ATDEFN, DURANTE O ANO DE 2020.",6241.25,1140,0
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000545,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE REFEIÇÕES (ALMOÇO E JANTAR), SEM LOCAÇÃO DE ESPAÇO, COM CARDÁPIO VARIADO, PARA ATENDER AOS SERVIDORES DA ATDEFN E DEMAIS SERVIDORES DE ÓRGÃOS PÚBLICOS QUE VENHAM A ESTABELECER TERMOS DE COOPERAÇÃO OU CONVÊNIO COM A ATDEFN",5195.69,5175.91,0
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000548,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","SERVIÇO DE FORNECIMENTO DE PASSAGENS AÉREAS PARA ATENDER NECESSIDADES DA ADMINISTRAÇÃO DE FERNANDO DE NORONHA.",95438.37,0,0
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000560,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","CONTRATAÇÃO DIRETA DA EMPRESA AZUL LINHAS AEREAS BRASILEIRAS S.A., CNPJ Nº 09.296.295/0012-60, VIA D.L. EMERGENCIAL, PARA PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE DE CARGA AÉREA, INCLUINDO TRANSPORTE AÉREO",76000,0,0
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000571,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","Obrigações Tributárias e Contributivas",90000,25720,25720
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000783,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE APOIO A VIG DE SAUDE",8213.34,1613.34,1613.34
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000784,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE ENFERMAGEM",15360,960,960
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000953,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE MEDICINA",36000,0,0
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000958,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","DESPESA REFERENTE A PRESTAÇÃO DE SERVIÇOS DE TEC DE ENFERMAGEM",8360,440,440
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000996,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","AQUISIÇÃO EMERGENCIAL COM FORNECIMENTO INTEGRAL DE MMH PARA ABASTECER AS UNIDADES DE SÁUDE DA ATDEFN PARA ENFRENTAMENTO DA EMERGÊNCIA DE SÁUDE PÚBLICA DECORRENTE DO CORONAVÍRUS NO ARQUIPÉLAGO",281330,281330,0
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000997,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","AQUISIÇÃO DE COMPRA DIRETA DE MEDICAMENTO PARA O ENFRENTAMENTO DA PANDEMIA DO COVID-19 NO ARQUIPELAGO DE FERNANDO DE NORONHA",664.5,664.5,0
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000998,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","AQUISIÇÃO DE COMPRA DIRETA DE MEDICAMENTO PARA O ENFRENTAMENTO DA PANDEMIA DO COVID-19 NO ARQUIPELAGO DE FERNANDO DE NORONHA",2598,2598,0
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE000999,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","AQUISIÇÃO DE COMPRA DIRETA DE MATERIAL MÉDICO HOSPITALAR PARA O ENFRENTAMENTO DA PANDEMIA DO COVID-19 NO ARQUIPÉLAGO DE FERNANDO DE NORONHA.",17925,17925,0
"610601-DISTRITO ESTADUAL DE FERNANDO DE NORONHA",2021NE001000,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3649-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELO DISTRITO ESTADUAL DE FERNANDO DE NORONHA - DEFN","0000-OUTRAS MEDIDAS","AQUISIÇÃO DE COMPRA DIRETA DE MATERIAL MÉDICO HOSPITALAR PARA O ENFRENTAMENTO DA PANDEMIA DO COVID-19 NO ARQUIPÉLAGO DE FERNANDO DE NORONHA.",43497,43497,0
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE009893,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","3648-AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE PRESTADOS PELA UPE","0000-OUTRAS MEDIDAS","Outros Serviços de Terceiros - Pessoa Jurídica",2859200,2859200,2859200
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE003738,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","2396-GARANTIA DA OFERTA DE PROCEDIMENTOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - TRANSFERÊNCIA A CONSÓRCIOS, HOSPITAIS DE ENSINO, MUNICÍPIOS E UNIÃO","0000-OUTRAS MEDIDAS","Distribuição Constitucional ou Legal de Receitas",99990,99990,99990
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE003739,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","2396-GARANTIA DA OFERTA DE PROCEDIMENTOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - TRANSFERÊNCIA A CONSÓRCIOS, HOSPITAIS DE ENSINO, MUNICÍPIOS E UNIÃO","0000-OUTRAS MEDIDAS","Distribuição Constitucional ou Legal de Receitas",37259,37259,37259
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE003740,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","2396-GARANTIA DA OFERTA DE PROCEDIMENTOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - TRANSFERÊNCIA A CONSÓRCIOS, HOSPITAIS DE ENSINO, MUNICÍPIOS E UNIÃO","0000-OUTRAS MEDIDAS","Distribuição Constitucional ou Legal de Receitas",19635,19635,19635
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE003741,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","2396-GARANTIA DA OFERTA DE PROCEDIMENTOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - TRANSFERÊNCIA A CONSÓRCIOS, HOSPITAIS DE ENSINO, MUNICÍPIOS E UNIÃO","0000-OUTRAS MEDIDAS","Distribuição Constitucional ou Legal de Receitas",24885,24885,24885
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE003742,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","2396-GARANTIA DA OFERTA DE PROCEDIMENTOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - TRANSFERÊNCIA A CONSÓRCIOS, HOSPITAIS DE ENSINO, MUNICÍPIOS E UNIÃO","0000-OUTRAS MEDIDAS","Distribuição Constitucional ou Legal de Receitas",36771,36771,36771
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE003743,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","2396-GARANTIA DA OFERTA DE PROCEDIMENTOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - TRANSFERÊNCIA A CONSÓRCIOS, HOSPITAIS DE ENSINO, MUNICÍPIOS E UNIÃO","0000-OUTRAS MEDIDAS","Distribuição Constitucional ou Legal de Receitas",43443,43443,43443
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE003744,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","2396-GARANTIA DA OFERTA DE PROCEDIMENTOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - TRANSFERÊNCIA A CONSÓRCIOS, HOSPITAIS DE ENSINO, MUNICÍPIOS E UNIÃO","0000-OUTRAS MEDIDAS","Distribuição Constitucional ou Legal de Receitas",14913,14913,14913
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE003745,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","2396-GARANTIA DA OFERTA DE PROCEDIMENTOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - TRANSFERÊNCIA A CONSÓRCIOS, HOSPITAIS DE ENSINO, MUNICÍPIOS E UNIÃO","0000-OUTRAS MEDIDAS","Distribuição Constitucional ou Legal de Receitas",38386,38386,38386
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE003746,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","2396-GARANTIA DA OFERTA DE PROCEDIMENTOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - TRANSFERÊNCIA A CONSÓRCIOS, HOSPITAIS DE ENSINO, MUNICÍPIOS E UNIÃO","0000-OUTRAS MEDIDAS","Distribuição Constitucional ou Legal de Receitas",22972,22972,22972
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE003747,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","2396-GARANTIA DA OFERTA DE PROCEDIMENTOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - TRANSFERÊNCIA A CONSÓRCIOS, HOSPITAIS DE ENSINO, MUNICÍPIOS E UNIÃO","0000-OUTRAS MEDIDAS","Distribuição Constitucional ou Legal de Receitas",22829,22829,22829
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE003748,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","2396-GARANTIA DA OFERTA DE PROCEDIMENTOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - TRANSFERÊNCIA A CONSÓRCIOS, HOSPITAIS DE ENSINO, MUNICÍPIOS E UNIÃO","0000-OUTRAS MEDIDAS","Distribuição Constitucional ou Legal de Receitas",11150,11150,11150
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE003749,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","2396-GARANTIA DA OFERTA DE PROCEDIMENTOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - TRANSFERÊNCIA A CONSÓRCIOS, HOSPITAIS DE ENSINO, MUNICÍPIOS E UNIÃO","0000-OUTRAS MEDIDAS","Distribuição Constitucional ou Legal de Receitas",20524,20524,20524
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE003751,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","2396-GARANTIA DA OFERTA DE PROCEDIMENTOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - TRANSFERÊNCIA A CONSÓRCIOS, HOSPITAIS DE ENSINO, MUNICÍPIOS E UNIÃO","0000-OUTRAS MEDIDAS","Distribuição Constitucional ou Legal de Receitas",84418,84418,84418
"530401-FUNDO ESTADUAL DE SAÚDE",2020NE003752,"0144530002-RECURSOS FUNDO A FUNDO SUS BLOCO CUSTEIO PARA COVID19","2396-GARANTIA DA OFERTA DE PROCEDIMENTOS DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR - TRANSFERÊNCIA A CONSÓRCIOS, HOSPITAIS DE ENSINO, MUNICÍPIOS E UNIÃO","0000-OUTRAS MEDIDAS","Distribuição Constitucional ou Legal de Receitas",74338,74338,74338
