"RELATÓRIO DE INSERÇÕES PUBLICITÁRIAS PLANEJADAS ",,,,,,,,,,,,,,,,,,,,,,,,,
"Ações de Publicidade - COVID-19",,,,,,,,,,,,,,,,,,,,,,,,,
"Fonte: sistema GestãoSecomGer - maio/21",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Meio,"Nom Veic","CNPJ Veic","Cidade sede ",Agencia,"Nom ação","Num ação","Dat Início Veic.","Dat Fim Veic",Moeda,"Vlr Receb Veic",Grupo,Editora,"Status ação",Conformidade,Programa,"Fx Horária",Rubrica,Formato,"Qtd Ins","Ano Ação","Tipo TV","Tip Midia Exterior","Tip Midia Exterior Digital","Vlr Remuneração Agência",Abrangencia
Internet,"DS WIFI",32.864.844/0001-77,"DF - Brasília",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/12/25,2020/12/31,Real,0,,,"Mídia Conforme",2020/12/28,," - ","Utilidade Pública",VIDEO,2880,2020,-,,,0,Regional
Internet,"DS WIFI",32.864.844/0001-77,"DF - Brasília",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/12/25,2020/12/31,Real,0,,,"Mídia Conforme",2020/12/28,," - ","Utilidade Pública",VIDEO,2880,2020,-,,,0,Regional
Internet,"DS WIFI",32.864.844/0001-77,"DF - Brasília",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/07,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,3430,2020,-,,,0,Regional
Internet,"DS WIFI",32.864.844/0001-77,"DF - Brasília",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,5253,2020,-,,,0,Regional
Internet,"DS WIFI",32.864.844/0001-77,"DF - Brasília",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,3430,2020,-,,,0,Regional
Internet,GO2MOB,25.099.667/0001-14,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,70733.52,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,177544,2020,-,,,0,Nacional
Internet,GO2MOB,25.099.667/0001-14,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/12/25,2020/12/31,Real,44999.67,,,"Mídia Conforme",2020/12/28,," - ","Utilidade Pública",VIDEO,112951,2020,-,,,0,Nacional
Internet,GO2MOB,25.099.667/0001-14,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,177544,2020,-,,,0,Nacional
Internet,GO2MOB,25.099.667/0001-14,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,204994,2020,-,,,0,Nacional
Internet,GO2MOB,25.099.667/0001-14,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/12/25,2020/12/31,Real,0,,,"Mídia Conforme",2020/12/28,," - ","Utilidade Pública",VIDEO,112951,2020,-,,,0,Nacional
Internet,GO2MOB,25.099.667/0001-14,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,177544,2020,-,,,0,Nacional
Internet,GO2MOB,25.099.667/0001-14,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,184172,2020,-,,,0,Nacional
Internet,"IDIGITAIS (WIFI)",29.483.279/0001-93,"DF - Brasília",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/12/25,2020/12/31,Real,3678.37,,,"Mídia Conforme",2020/12/28,," - ","Utilidade Pública",VIDEO,8655,2020,-,,,0,Regional
Internet,"IDIGITAIS (WIFI)",29.483.279/0001-93,"DF - Brasília",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/12/25,2020/12/31,Real,0,,,"Mídia Conforme",2020/12/28,," - ","Utilidade Pública",VIDEO,8655,2020,-,,,0,Regional
Internet,IG,27.368.317/0001-31,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,21999.99,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,1611721,2020,-,,,0,Nacional
Internet,IG,27.368.317/0001-31,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,20499.99,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,1952380,2020,-,,,0,Nacional
Internet,IG,27.368.317/0001-31,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/25,2020/11/25,Real,16616.46,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,1,2020,-,,,0,Nacional
Internet,IG,27.368.317/0001-31,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/25,2020/11/25,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,1,2020,-,,,0,Nacional
Internet,IG,27.368.317/0001-31,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,1611721,2020,-,,,0,Nacional
Internet,IG,27.368.317/0001-31,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,1952380,2020,-,,,0,Nacional
Internet,IG,27.368.317/0001-31,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/25,2020/11/25,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,1,2020,-,,,0,Nacional
Internet,IG,27.368.317/0001-31,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,1611721,2020,-,,,0,Nacional
Internet,IG,27.368.317/0001-31,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,1952380,2020,-,,,0,Nacional
Internet,INFRAMIDIA,19.632.167/0001-01,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/17,2020/11/30,Real,8258.22,,,"Mídia Conforme",2020/11/13,," - ","Utilidade Pública",POST,15293,2020,-,,,0,Regional
Internet,INFRAMIDIA,19.632.167/0001-01,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/12/08,2020/12/15,Real,2726.46,,,"Mídia Conforme",2020/11/13,," - ","Utilidade Pública",POST,5049,2020,-,,,0,Regional
Internet,INFRAMIDIA,19.632.167/0001-01,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/12/29,2020/12/31,Real,1834.38,,,"Mídia Conforme",2020/12/28,," - ","Utilidade Pública",VIDEO,3397,2020,-,,,0,Regional
Internet,INFRAMIDIA,19.632.167/0001-01,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/14,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/13,," - ","Utilidade Pública",POST,92591,2020,-,,,0,Regional
Internet,INFRAMIDIA,19.632.167/0001-01,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/12/25,2020/12/31,Real,0,,,"Mídia Conforme",2020/12/28,," - ","Utilidade Pública",VIDEO,6822,2020,-,,,0,Regional
Internet,INFRAMIDIA,19.632.167/0001-01,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/12/29,2020/12/31,Real,0,,,"Mídia Conforme",2020/11/13,," - ","Utilidade Pública",POST,3397,2020,-,,,0,Regional
Internet,LINKEDIN,13.638.767/0001-92,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/12,2020/11/30,Real,34050.93,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",POST,778607,2020,-,,,0,Nacional
Internet,LINKEDIN,13.638.767/0001-92,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/25,2020/11/30,Real,21056.92,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",POST,287452,2020,-,,,0,Nacional
Internet,LINKEDIN,13.638.767/0001-92,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/22,2020/11/30,Real,4980,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",POST,257,2020,-,,,0,Nacional
Internet,LINKEDIN,13.638.767/0001-92,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/22,2020/11/30,Real,3880,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",POST,194,2020,-,,,0,Nacional
Internet,LINKEDIN,13.638.767/0001-92,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",POST,449999,2020,-,,,0,Nacional
Internet,LINKEDIN,13.638.767/0001-92,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",POST,249,2020,-,,,0,Nacional
Internet,LINKEDIN,13.638.767/0001-92,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",POST,249999,2020,-,,,0,Nacional
Internet,LINKEDIN,13.638.767/0001-92,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",POST,249,2020,-,,,0,Nacional
Internet,"MERCADO LIVRE",03.499.243/0001-04,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/10,2020/11/30,Real,19697.65,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,474823,2020,-,,,0,Nacional
Internet,"MERCADO LIVRE",03.499.243/0001-04,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/10,2020/11/11,Real,1278.34,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,29040,2020,-,,,0,Nacional
Internet,"MERCADO LIVRE",03.499.243/0001-04,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,590639,2020,-,,,0,Nacional
Internet,"MERCADO LIVRE",03.499.243/0001-04,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,419354,2020,-,,,0,Nacional
Internet,"MERCADO LIVRE",03.499.243/0001-04,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,590639,2020,-,,,0,Nacional
Internet,"MERCADO LIVRE",03.499.243/0001-04,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/10,2020/11/11,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,29040,2020,-,,,0,Nacional
Internet,"MINHA VIDA",16.756.491/0001-35,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,17799.36,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,246392,2020,-,,,0,Nacional
Internet,"MINHA VIDA",16.756.491/0001-35,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,15805.4,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,243160,2020,-,,,0,Nacional
Internet,"MINHA VIDA",16.756.491/0001-35,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,9195.55,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,224196,2020,-,,,0,Nacional
Internet,"MINHA VIDA",16.756.491/0001-35,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,226953,2020,-,,,0,Nacional
Internet,"MINHA VIDA",16.756.491/0001-35,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,246392,2020,-,,,0,Nacional
Internet,"MINHA VIDA",16.756.491/0001-35,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,243160,2020,-,,,0,Nacional
Internet,"MUNDO POSITIVO",81.243.735/0001-48,"PR - Curitiba",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/10,2020/11/30,Real,55998.67,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,32463,2020,-,,,0,Nacional
Internet,"MUNDO POSITIVO",81.243.735/0001-48,"PR - Curitiba",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,32463,2020,-,,,0,Nacional
Internet,"MUNDO POSITIVO",81.243.735/0001-48,"PR - Curitiba",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/10,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,32463,2020,-,,,0,Nacional
Internet,"PSAFE MIDIA S/A",17.161.771/0001-63,"SC - Florianópolis",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,30998.99,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,20666,2020,-,,,0,Nacional
Internet,"PSAFE MIDIA S/A",17.161.771/0001-63,"SC - Florianópolis",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,24998.4,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,20832,2020,-,,,0,Nacional
Internet,"PSAFE MIDIA S/A",17.161.771/0001-63,"SC - Florianópolis",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,20666,2020,-,,,0,Nacional
Internet,"PSAFE MIDIA S/A",17.161.771/0001-63,"SC - Florianópolis",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,20832,2020,-,,,0,Nacional
Internet,"PSAFE MIDIA S/A",17.161.771/0001-63,"SC - Florianópolis",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,20666,2020,-,,,0,Nacional
Internet,"PSAFE MIDIA S/A",17.161.771/0001-63,"SC - Florianópolis",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,20832,2020,-,,,0,Nacional
Internet,R7,60.628.369/0006-80,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/21,2020/11/30,Real,100999.6,RECORD,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,155384,2020,-,,,0,Nacional
Internet,R7,60.628.369/0006-80,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/21,2020/11/30,Real,45705.6,RECORD,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,4166666,2020,-,,,0,Nacional
Internet,R7,60.628.369/0006-80,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/21,2020/11/30,Real,0,RECORD,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,4166666,2020,-,,,0,Nacional
Internet,R7,60.628.369/0006-80,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/21,2020/11/30,Real,0,RECORD,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,155384,2020,-,,,0,Nacional
Internet,"REDE ABRIL",44.597.052/0001-62,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,5208333,2020,-,,,0,Nacional
Internet,"REDE ABRIL",44.597.052/0001-62,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",BANNER,10833333,2020,-,,,0,Nacional
Internet,"REDE ABRIL",44.597.052/0001-62,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/06,2020/11/30,Real,0,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,3796968,2020,-,,,0,Nacional
Internet,"REDE MOOVON",22.376.969/0001-02,"SC - Tijucas",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/12/25,2020/12/31,Real,3672,,,"Mídia Conforme",2020/12/28,," - ","Utilidade Pública",VIDEO,480,2020,-,,,0,Regional
Internet,SPOTIFY,23.882.752/0001-29,"SP - São Paulo",CALIA/Y2,"COVID-19 - CUIDADO PRECOCE",20200024,2020/11/11,2020/11/30,Real,24999.94,,,"Mídia Conforme",2020/11/06,," - ","Utilidade Pública",VIDEO,357142,2020,-,,,0,Nacional
